product_id,location_id,current_stock,avg_daily_demand,avg_lead_time_days,safety_stock,reorder_point,reorder_quantity,inventory_status
P005,L08,492,55.60539629005059,10,114,670,1510,Reorder Needed
P005,L09,225,55.75084317032041,10,114,671,1632,Reorder Needed
P005,L10,728,55.381112984822934,10,117,670,1679,Optimal
P005,L11,495,55.485244519392914,10,114,668,1613,Reorder Needed
P005,L12,527,55.59190556492411,10,115,670,1621,Reorder Needed
P005,L13,581,55.572091062394605,10,114,669,1668,Reorder Needed
P005,L14,298,55.22006745362563,10,116,668,1594,Reorder Needed
P005,L15,481,55.78077571669477,10,112,669,1447,Reorder Needed
P005,L16,495,55.22892074198988,10,116,668,1663,Reorder Needed
P005,L17,359,55.05059021922428,10,114,664,1548,Reorder Needed
P005,L18,666,55.680860033726816,10,115,671,1680,Reorder Needed
P005,L19,117,55.65556492411467,10,116,672,1575,Reorder Needed
P005,L20,674,55.35876897133221,10,115,668,1537,Optimal
P006,L01,667,55.919055649241145,10,113,672,1610,Reorder Needed
P006,L02,335,55.03288364249578,10,116,666,1605,Reorder Needed
P006,L03,695,55.500421585160204,10,115,670,1612,Optimal
P006,L04,402,55.74578414839797,10,111,668,1589,Reorder Needed
P006,L05,533,55.529510961214164,10,114,669,1543,Reorder Needed
P006,L06,362,55.54679595278246,10,113,668,1712,Reorder Needed
P006,L07,484,55.43381112984823,10,113,667,1616,Reorder Needed
P006,L08,625,55.09190556492411,10,114,664,1565,Reorder Needed
P006,L09,761,55.38195615514334,10,112,665,1674,Optimal
P006,L10,542,55.42664418212479,10,111,665,1689,Reorder Needed
P006,L11,359,55.43128161888701,10,113,667,1458,Reorder Needed
P006,L12,535,55.26602023608769,10,113,665,1576,Reorder Needed
P006,L13,630,55.51222596964587,10,116,671,1650,Reorder Needed
P006,L14,280,55.86635750421585,10,113,671,1457,Reorder Needed
P006,L15,393,55.76433389544688,10,111,668,1502,Reorder Needed
P006,L16,469,54.74198988195616,10,115,662,1805,Reorder Needed
P006,L17,678,55.64165261382799,10,117,673,1633,Optimal
P006,L18,454,55.182546374367625,10,115,666,1537,Reorder Needed
P006,L19,721,56.056070826306915,10,111,671,1559,Optimal
P006,L20,488,55.36467116357504,10,115,668,1494,Reorder Needed
P007,L01,438,55.686762225969645,10,113,669,1640,Reorder Needed
P007,L02,741,55.97976391231029,10,115,674,1495,Optimal
P007,L03,443,55.44983136593592,10,112,666,1655,Reorder Needed
P007,L04,544,54.77571669477234,10,113,660,1623,Reorder Needed
P007,L05,608,55.31112984822934,10,115,668,1615,Reorder Needed
P007,L06,386,55.46838111298482,10,113,667,1622,Reorder Needed
P007,L07,398,56.1252107925801,10,118,679,1612,Reorder Needed
P007,L08,868,54.31239460370995,10,113,656,1602,Optimal
P007,L09,216,55.32967959527824,10,114,667,1664,Reorder Needed
P007,L10,587,55.36298482293423,10,114,667,1681,Reorder Needed
P007,L11,379,55.40177065767285,10,117,671,1674,Reorder Needed
P007,L12,462,56.093170320404724,10,114,674,1566,Reorder Needed
P007,L13,551,55.63069139966273,10,111,667,1645,Reorder Needed
P007,L14,797,55.34274873524452,10,114,667,1633,Optimal
P007,L15,543,55.62689713322091,10,115,671,1626,Reorder Needed
P007,L16,459,55.64123102866779,10,111,667,1602,Reorder Needed
P007,L17,467,55.79763912310287,10,110,667,1558,Reorder Needed
P007,L18,580,55.822934232715006,10,113,671,1709,Reorder Needed
P007,L19,606,55.147133220910625,10,110,661,1608,Reorder Needed
P007,L20,533,55.738195615514336,10,112,669,1654,Reorder Needed
P008,L01,547,55.72596964586847,10,110,667,1504,Reorder Needed
P008,L02,583,55.1968802698145,10,113,664,1650,Reorder Needed
P008,L03,633,55.29510961214165,10,114,666,1564,Reorder Needed
P008,L04,568,54.4460370994941,10,115,659,1600,Reorder Needed
P008,L05,383,56.009274873524454,10,110,670,1631,Reorder Needed
P008,L06,555,55.90514333895447,10,113,672,1591,Reorder Needed
P008,L07,641,56.326306913996625,10,112,675,1665,Reorder Needed
P008,L08,197,55.45657672849916,10,114,668,1635,Reorder Needed
P008,L09,410,55.72006745362563,10,112,669,1603,Reorder Needed
P008,L10,193,55.50168634064081,10,112,667,1573,Reorder Needed
P008,L11,618,54.98650927487353,10,116,665,1658,Reorder Needed
P008,L12,703,55.46838111298482,10,116,670,1504,Optimal
P008,L13,721,55.45151770657673,10,116,670,1644,Optimal
P008,L14,697,55.816610455311974,10,115,673,1698,Optimal
P008,L15,780,54.998735244519395,10,115,664,1672,Optimal
P008,L16,488,55.73735244519393,10,113,670,1597,Reorder Needed
P008,L17,394,55.731028667790895,10,110,667,1640,Reorder Needed
P008,L18,303,55.45573355817875,10,118,672,1492,Reorder Needed
P008,L19,301,55.11256323777403,10,114,665,1550,Reorder Needed
P008,L20,492,54.926222596964585,10,114,663,1563,Reorder Needed
P009,L01,465,55.29763912310287,10,112,664,1509,Reorder Needed
P009,L02,443,55.28456998313659,10,113,665,1745,Reorder Needed
P009,L03,606,54.846964586846546,10,116,664,1634,Reorder Needed
P009,L04,480,56.209949409780776,10,109,671,1641,Reorder Needed
P009,L05,819,55.10160202360877,10,114,665,1596,Optimal
P009,L06,758,55.73440134907251,10,116,673,1644,Optimal
P009,L07,202,55.6968802698145,10,114,670,1604,Reorder Needed
P009,L08,595,54.70910623946037,10,116,663,1531,Reorder Needed
P009,L09,453,54.51264755480607,10,118,663,1596,Reorder Needed
P009,L10,518,55.666526138279934,10,114,670,1681,Reorder Needed
P009,L11,481,55.3756323777403,10,113,666,1537,Reorder Needed
P009,L12,517,55.31534569983137,10,114,667,1554,Reorder Needed
P009,L13,566,55.46121416526138,10,114,668,1523,Reorder Needed
P009,L14,232,55.72091062394604,10,115,672,1602,Reorder Needed
P009,L15,833,55.481871838111296,10,113,667,1522,Optimal
P009,L16,491,55.663153456998316,10,115,671,1695,Reorder Needed
P009,L17,453,55.38532883642496,10,112,665,1574,Reorder Needed
P009,L18,489,55.213322091062395,10,118,670,1553,Reorder Needed
P009,L19,494,55.579258010118046,10,114,669,1634,Reorder Needed
P009,L20,528,55.49578414839797,10,113,667,1580,Reorder Needed
P010,L01,686,55.543844856661046,10,113,668,1596,Optimal
P010,L02,640,55.52487352445194,10,117,672,1567,Reorder Needed
P010,L03,488,54.8752107925801,10,113,661,1689,Reorder Needed
P010,L04,420,55.9464586846543,10,112,671,1508,Reorder Needed
P010,L05,592,55.844013490725125,10,113,671,1528,Reorder Needed
P010,L06,602,55.38490725126476,10,112,665,1432,Reorder Needed
P010,L07,448,55.31365935919056,10,113,666,1543,Reorder Needed
P010,L08,631,56.109190556492415,10,115,676,1623,Reorder Needed
P010,L09,435,55.35328836424958,10,113,666,1577,Reorder Needed
P010,L10,251,56.1243676222597,10,113,674,1686,Reorder Needed
P010,L11,604,55.39924114671164,10,115,668,1644,Reorder Needed
P010,L12,474,55.50505902192243,10,112,667,1659,Reorder Needed
P010,L13,591,56.13701517706577,10,109,670,1518,Reorder Needed
P010,L14,540,55.77487352445194,10,114,671,1641,Reorder Needed
P010,L15,63,56.17917369308601,10,113,674,1680,Critical (Below Safety Stock)
P010,L16,589,55.238195615514336,10,115,667,1552,Reorder Needed
P010,L17,398,55.1433389544688,10,117,668,1605,Reorder Needed
P010,L18,474,55.48693086003372,10,111,665,1597,Reorder Needed
P010,L19,512,55.38069139966273,10,113,666,1662,Reorder Needed
P010,L20,593,55.6960370994941,10,111,667,1531,Reorder Needed
P011,L01,524,54.95868465430017,10,117,666,1565,Reorder Needed
P011,L02,639,55.54215851602024,10,113,668,1612,Reorder Needed
P011,L03,535,56.101180438448566,10,112,673,1588,Reorder Needed
P011,L04,509,55.1070826306914,10,114,665,1485,Reorder Needed
P011,L05,226,55.5362563237774,10,113,668,1589,Reorder Needed
P011,L06,615,56.08010118043845,10,115,675,1613,Reorder Needed
P011,L07,696,55.514755480607086,10,113,668,1614,Optimal
P011,L08,291,55.78246205733558,10,113,670,1740,Reorder Needed
P011,L09,330,55.76264755480607,10,111,668,1671,Reorder Needed
P011,L10,463,54.919055649241145,10,113,662,1729,Reorder Needed
P011,L11,559,55.6066610455312,10,113,669,1640,Reorder Needed
P011,L12,603,55.19772344013491,10,111,662,1627,Reorder Needed
P011,L13,452,55.601180438448566,10,113,669,1585,Reorder Needed
P011,L14,466,54.96964586846543,10,114,663,1673,Reorder Needed
P011,L15,460,55.18212478920742,10,109,660,1489,Reorder Needed
P011,L16,439,55.683389544688026,10,110,666,1545,Reorder Needed
P011,L17,596,54.822091062394605,10,114,662,1607,Reorder Needed
P011,L18,656,55.85497470489039,10,113,671,1534,Reorder Needed
P011,L19,712,54.69182124789207,10,116,662,1616,Optimal
P011,L20,696,55.30733558178752,10,115,668,1653,Optimal
P012,L01,372,55.56365935919056,10,115,670,1599,Reorder Needed
P012,L02,562,55.56871838111299,10,113,668,1706,Reorder Needed
P012,L03,351,55.31112984822934,10,112,665,1443,Reorder Needed
P012,L04,622,55.05185497470489,10,115,665,1511,Reorder Needed
P012,L05,588,54.97512647554806,10,113,662,1523,Reorder Needed
P012,L06,607,55.813237774030355,10,112,670,1726,Reorder Needed
P012,L07,523,55.75210792580101,10,114,671,1574,Reorder Needed
P012,L08,484,55.843170320404724,10,113,671,1631,Reorder Needed
P012,L09,660,55.40556492411467,10,110,664,1634,Reorder Needed
P012,L10,446,56.10075885328836,10,111,672,1564,Reorder Needed
P012,L11,660,54.98735244519393,10,112,661,1681,Reorder Needed
P012,L12,533,55.79468802698145,10,114,671,1578,Reorder Needed
P012,L13,543,55.556913996627316,10,113,668,1733,Reorder Needed
P012,L14,531,55.43001686340641,10,112,666,1610,Reorder Needed
P012,L15,913,55.62689713322091,10,110,666,1616,Optimal
P012,L16,672,55.3747892074199,10,113,666,1607,Optimal
P012,L17,535,55.4814502529511,10,113,667,1664,Reorder Needed
P012,L18,562,55.342327150084316,10,110,663,1632,Reorder Needed
P012,L19,449,55.823777403035415,10,116,674,1571,Reorder Needed
P012,L20,527,56.03035413153457,10,112,672,1631,Reorder Needed
P013,L01,527,55.65472175379426,10,113,669,1770,Reorder Needed
P013,L02,280,55.04806070826307,10,116,666,1643,Reorder Needed
P013,L03,396,55.459949409780776,10,113,667,1665,Reorder Needed
P013,L04,469,55.648819561551434,10,112,668,1642,Reorder Needed
P013,L05,285,55.677065767284994,10,113,669,1766,Reorder Needed
P013,L06,596,55.425379426644184,10,112,666,1559,Reorder Needed
P013,L07,322,55.60581787521079,10,112,668,1638,Reorder Needed
P013,L08,463,55.18887015177066,10,112,663,1572,Reorder Needed
P013,L09,373,55.05986509274874,10,112,662,1569,Reorder Needed
P013,L10,370,55.26559865092749,10,113,665,1578,Reorder Needed
P013,L11,488,54.95489038785835,10,113,662,1529,Reorder Needed
P013,L12,802,55.2862563237774,10,112,664,1636,Optimal
P013,L13,400,55.80649241146712,10,113,671,1701,Reorder Needed
P013,L14,650,55.17032040472176,10,117,668,1493,Reorder Needed
P013,L15,698,55.638279932546375,10,114,670,1662,Optimal
P013,L16,596,55.670741989881954,10,115,671,1636,Reorder Needed
P013,L17,450,55.39671163575042,10,113,666,1686,Reorder Needed
P013,L18,292,55.25463743676222,10,113,665,1600,Reorder Needed
P013,L19,524,55.77107925801012,10,112,669,1518,Reorder Needed
P013,L20,571,56.24494097807757,10,114,676,1516,Reorder Needed
P014,L01,479,55.76981450252951,10,112,669,1678,Reorder Needed
P014,L02,541,55.41947723440135,10,112,666,1694,Reorder Needed
P014,L03,558,54.95236087689713,10,114,663,1713,Reorder Needed
P014,L04,312,55.29974704890388,10,112,664,1500,Reorder Needed
P014,L05,632,54.69055649241147,10,116,662,1596,Reorder Needed
P014,L06,390,54.693086003372684,10,113,659,1615,Reorder Needed
P014,L07,234,55.101180438448566,10,116,667,1660,Reorder Needed
P014,L08,457,54.91273187183811,10,114,663,1586,Reorder Needed
P014,L09,598,55.10244519392917,10,114,665,1596,Reorder Needed
P014,L10,833,55.9287521079258,10,114,673,1495,Optimal
P014,L11,352,55.6066610455312,10,112,668,1511,Reorder Needed
P014,L12,507,54.86720067453626,10,113,661,1733,Reorder Needed
P014,L13,356,54.74030354131535,10,113,660,1661,Reorder Needed
P014,L14,409,55.842327150084316,10,115,673,1609,Reorder Needed
P014,L15,530,55.795531197301855,10,115,672,1620,Reorder Needed
P014,L16,597,55.90640809443508,10,112,671,1664,Reorder Needed
P014,L17,619,55.565767284991566,10,114,669,1556,Reorder Needed
P014,L18,367,55.71627318718381,10,116,673,1595,Reorder Needed
P014,L19,476,55.943086003372684,10,114,673,1597,Reorder Needed
P014,L20,396,55.758431703204046,10,111,668,1620,Reorder Needed
P015,L01,524,55.276981450252954,10,113,665,1648,Reorder Needed
P015,L02,587,55.44772344013491,10,114,668,1502,Reorder Needed
P015,L03,538,55.01939291736931,10,114,664,1605,Reorder Needed
P015,L04,379,55.793844856661046,10,114,671,1560,Reorder Needed
P015,L05,396,55.682546374367625,10,113,669,1605,Reorder Needed
P015,L06,346,55.88364249578415,10,112,670,1667,Reorder Needed
P015,L07,693,55.88195615514334,10,113,671,1665,Optimal
P015,L08,679,56.80101180438449,10,114,682,1555,Reorder Needed
P015,L09,318,55.58305227655986,10,115,670,1597,Reorder Needed
P015,L10,516,55.33642495784149,10,114,667,1605,Reorder Needed
P015,L11,201,55.741568296795954,10,115,672,1670,Reorder Needed
P015,L12,644,55.84485666104553,10,109,667,1654,Reorder Needed
P015,L13,519,55.47259696458685,10,112,666,1509,Reorder Needed
P015,L14,313,55.414839797639125,10,114,668,1560,Reorder Needed
P015,L15,496,56.27318718381113,10,110,672,1593,Reorder Needed
P015,L16,337,55.42032040472176,10,112,666,1601,Reorder Needed
P015,L17,895,55.520657672849914,10,112,667,1564,Optimal
P015,L18,79,55.77655986509275,10,113,670,1603,Critical (Below Safety Stock)
P015,L19,554,55.677908937605395,10,113,669,1504,Reorder Needed
P015,L20,727,55.69435075885329,10,114,670,1700,Optimal
P016,L01,659,55.85876897133221,10,112,670,1622,Reorder Needed
P016,L02,285,55.41610455311973,10,116,670,1614,Reorder Needed
P016,L03,795,55.63448566610455,10,112,668,1676,Optimal
P016,L04,627,55.732715008431704,10,116,673,1525,Reorder Needed
P016,L05,603,55.70573355817875,10,113,670,1679,Reorder Needed
P016,L06,489,54.95699831365936,10,113,662,1641,Reorder Needed
P016,L07,378,55.444772344013494,10,112,666,1576,Reorder Needed
P016,L08,538,55.288364249578414,10,112,664,1683,Reorder Needed
P016,L09,530,55.90219224283305,10,112,671,1651,Reorder Needed
P016,L10,364,55.48018549747049,10,113,667,1622,Reorder Needed
P016,L11,499,55.60623946037099,10,116,672,1609,Reorder Needed
P016,L12,406,55.284991568296796,10,113,665,1538,Reorder Needed
P016,L13,432,55.61551433389545,10,117,673,1674,Reorder Needed
P016,L14,411,55.35413153456998,10,118,671,1591,Reorder Needed
P016,L15,455,54.65387858347386,10,119,665,1600,Reorder Needed
P016,L16,500,54.811551433389546,10,116,664,1639,Reorder Needed
P016,L17,627,55.768128161888704,10,116,673,1653,Reorder Needed
P016,L18,497,55.56703204047218,10,114,669,1554,Reorder Needed
P016,L19,534,55.98440134907251,10,112,671,1670,Reorder Needed
P016,L20,601,55.613406408094434,10,113,669,1555,Reorder Needed
P017,L01,724,55.77571669477234,10,114,671,1689,Optimal
P017,L02,680,56.308600337268125,10,113,676,1492,Optimal
P017,L03,489,55.22428330522766,10,113,665,1554,Reorder Needed
P017,L04,665,55.56281618887015,10,116,671,1498,Reorder Needed
P017,L05,763,56.165682967959526,10,112,673,1449,Optimal
P017,L06,398,56.11214165261383,10,114,675,1533,Reorder Needed
P017,L07,406,55.08178752107926,10,115,665,1647,Reorder Needed
P017,L08,489,55.54047217537943,10,114,669,1561,Reorder Needed
P017,L09,784,55.36298482293423,10,114,667,1604,Optimal
P017,L10,654,55.39165261382799,10,118,671,1598,Reorder Needed
P017,L11,505,55.87099494097808,10,112,670,1586,Reorder Needed
P017,L12,373,56.0539629005059,10,112,672,1627,Reorder Needed
P017,L13,817,55.29595278246206,10,113,665,1561,Optimal
P017,L14,654,55.61298482293423,10,114,670,1525,Reorder Needed
P017,L15,173,55.31871838111299,10,113,666,1637,Reorder Needed
P017,L16,588,55.69898819561551,10,114,670,1623,Reorder Needed
P017,L17,342,55.73777403035413,10,112,669,1579,Reorder Needed
P017,L18,350,55.073777403035415,10,113,663,1669,Reorder Needed
P017,L19,650,55.95151770657673,10,113,672,1523,Reorder Needed
P017,L20,348,55.492411467116355,10,110,664,1583,Reorder Needed
P018,L01,755,55.645446880269816,10,111,667,1575,Optimal
P018,L02,635,55.527824620573355,10,115,670,1687,Reorder Needed
P018,L03,358,55.3933389544688,10,114,667,1458,Reorder Needed
P018,L04,709,55.24325463743676,10,112,664,1548,Optimal
P018,L05,668,55.64376053962901,10,110,666,1449,Optimal
P018,L06,489,55.62816188870152,10,109,665,1613,Reorder Needed
P018,L07,550,55.666526138279934,10,116,672,1643,Reorder Needed
P018,L08,487,55.79932546374368,10,114,671,1580,Reorder Needed
P018,L09,493,55.03035413153457,10,115,665,1563,Reorder Needed
P018,L10,477,55.32504215851602,10,112,665,1721,Reorder Needed
P018,L11,409,55.415682967959526,10,112,666,1730,Reorder Needed
P018,L12,564,55.49198988195616,10,112,666,1594,Reorder Needed
P018,L13,628,55.06787521079258,10,113,663,1601,Reorder Needed
P018,L14,481,56.0716694772344,10,111,671,1583,Reorder Needed
P018,L15,761,55.025295109612145,10,115,665,1627,Optimal
P018,L16,582,55.24578414839797,10,113,665,1607,Reorder Needed
P018,L17,192,56.06871838111299,10,113,673,1629,Reorder Needed
P018,L18,442,55.324620573355816,10,113,666,1379,Reorder Needed
P018,L19,570,55.59738617200674,10,110,665,1791,Reorder Needed
P018,L20,586,55.482715008431704,10,115,669,1575,Reorder Needed
P019,L01,309,55.05227655986509,10,117,667,1696,Reorder Needed
P019,L02,560,55.61509274873524,10,114,670,1671,Reorder Needed
P019,L03,614,55.99030354131535,10,111,670,1538,Reorder Needed
P019,L04,705,55.389966273187184,10,116,669,1750,Optimal
P019,L05,606,55.47639123102867,10,117,671,1606,Reorder Needed
P019,L06,403,55.87605396290051,10,116,674,1633,Reorder Needed
P019,L07,239,55.194772344013494,10,116,667,1584,Reorder Needed
P019,L08,322,54.84822934232715,10,111,659,1657,Reorder Needed
P019,L09,514,55.817453625632375,10,114,672,1602,Reorder Needed
P019,L10,406,55.572091062394605,10,113,668,1664,Reorder Needed
P019,L11,509,55.6429173693086,10,115,671,1542,Reorder Needed
P019,L12,284,54.83389544688027,10,112,660,1658,Reorder Needed
P019,L13,551,55.191399662731875,10,115,666,1663,Reorder Needed
P019,L14,441,55.000421585160204,10,112,662,1666,Reorder Needed
P019,L15,559,56.08768971332209,10,113,673,1649,Reorder Needed
P019,L16,355,55.19856661045531,10,114,665,1579,Reorder Needed
P019,L17,344,55.57082630691399,10,115,670,1614,Reorder Needed
P019,L18,474,55.390809443507585,10,117,670,1593,Reorder Needed
P019,L19,388,55.18043844856661,10,114,665,1704,Reorder Needed
P019,L20,476,56.03920741989882,10,110,670,1608,Reorder Needed
P020,L01,359,55.29510961214165,10,116,668,1539,Reorder Needed
P020,L02,577,55.61509274873524,10,115,671,1417,Reorder Needed
P020,L03,539,55.62858347386172,10,111,667,1603,Reorder Needed
P020,L04,856,55.64629005059022,10,113,669,1652,Optimal
P020,L05,652,55.489881956155145,10,112,666,1639,Reorder Needed
P020,L06,534,55.86256323777403,10,116,674,1665,Reorder Needed
P020,L07,650,55.56787521079258,10,112,667,1683,Reorder Needed
P020,L08,283,56.182546374367625,10,114,675,1684,Reorder Needed
P020,L09,540,55.4460370994941,10,114,668,1501,Reorder Needed
P020,L10,649,54.76264755480607,10,116,663,1657,Reorder Needed
P020,L11,459,55.526981450252954,10,116,671,1622,Reorder Needed
P020,L12,322,55.11129848229342,10,114,665,1663,Reorder Needed
P020,L13,621,55.293844856661046,10,112,664,1418,Reorder Needed
P020,L14,493,55.63406408094435,10,115,671,1528,Reorder Needed
P020,L15,718,56.0531197301855,10,112,672,1584,Optimal
P020,L16,248,55.01602023608769,10,116,666,1575,Reorder Needed
P020,L17,606,55.37858347386172,10,115,668,1542,Reorder Needed
P020,L18,844,55.64460370994941,10,116,672,1734,Optimal
P020,L19,533,55.92495784148398,10,110,669,1606,Reorder Needed
P020,L20,419,55.507588532883645,10,115,670,1657,Reorder Needed
P021,L01,813,56.07504215851602,10,110,670,1622,Optimal
P021,L02,525,55.41146711635751,10,111,665,1672,Reorder Needed
P021,L03,306,56.22259696458685,10,114,676,1643,Reorder Needed
P021,L04,445,55.10961214165261,10,114,665,1626,Reorder Needed
P021,L05,513,56.17664418212479,10,113,674,1701,Reorder Needed
P021,L06,460,56.259274873524454,10,111,673,1756,Reorder Needed
P021,L07,358,55.15008431703204,10,117,668,1533,Reorder Needed
P021,L08,580,55.277824620573355,10,114,666,1614,Reorder Needed
P021,L09,621,55.8579258010118,10,116,674,1721,Reorder Needed
P021,L10,857,55.526138279932546,10,115,670,1670,Optimal
P021,L11,651,56.067453625632375,10,115,675,1658,Reorder Needed
P021,L12,598,55.65893760539629,10,112,668,1692,Reorder Needed
P021,L13,454,55.01222596964587,10,118,668,1638,Reorder Needed
P021,L14,548,55.34106239460371,10,115,668,1503,Reorder Needed
P021,L15,603,55.6968802698145,10,112,668,1637,Reorder Needed
P021,L16,496,55.90345699831366,10,116,675,1635,Reorder Needed
P021,L17,328,55.334317032040474,10,112,665,1560,Reorder Needed
P021,L18,588,56.154300168634066,10,109,670,1639,Reorder Needed
P021,L19,247,55.24198988195616,10,116,668,1623,Reorder Needed
P021,L20,405,55.9468802698145,10,114,673,1575,Reorder Needed
P022,L01,457,55.51559865092749,10,115,670,1508,Reorder Needed
P022,L02,328,55.481871838111296,10,116,670,1538,Reorder Needed
P022,L03,437,55.61762225969646,10,114,670,1438,Reorder Needed
P022,L04,639,55.64123102866779,10,113,669,1752,Reorder Needed
P022,L05,505,55.85328836424958,10,113,671,1553,Reorder Needed
