product_id,location_id,Metric,Value
P003,L19,RMSE,24.161628781424664
P003,L19,MAPE,22.374289636417103
P003,L20,MAE,12.006947306993078
P003,L20,RMSE,17.463961390745208
P003,L20,MAPE,17.06888455100579
P004,L01,MAE,16.392340239128483
P004,L01,RMSE,21.589539594415605
P004,L01,MAPE,23.599119542640466
P004,L02,MAE,13.189234542690619
P004,L02,RMSE,17.114307842949145
P004,L02,MAPE,21.841737122832264
P004,L03,MAE,14.688949331833777
P004,L03,RMSE,19.407544315870812
P004,L03,MAPE,25.005170197739403
P004,L04,MAE,15.906396481867471
P004,L04,RMSE,20.244467242483577
P004,L04,MAPE,25.186554887884803
P004,L05,MAE,13.787704589205841
P004,L05,RMSE,16.011416789460558
P004,L05,MAPE,29.79897587706613
P004,L06,MAE,12.830290200744505
P004,L06,RMSE,18.285595500491024
P004,L06,MAPE,19.855514274113016
P004,L07,MAE,11.608297179105687
P004,L07,RMSE,13.356257011171955
P004,L07,MAPE,22.988680404305136
P004,L08,MAE,15.060961528933097
P004,L08,RMSE,18.73034501238416
P004,L08,MAPE,20.741777443661658
P004,L09,MAE,16.201442202962365
P004,L09,RMSE,19.09363415000055
P004,L09,MAPE,23.72437397782981
P004,L10,MAE,11.165218444041356
P004,L10,RMSE,12.650215555220266
P004,L10,MAPE,20.030483615580394
P004,L11,MAE,15.324885970783258
P004,L11,RMSE,18.47975502148162
P004,L11,MAPE,23.642778192481185
P004,L12,MAE,17.65065491591414
P004,L12,RMSE,23.580744437657096
P004,L12,MAPE,24.994155724204113
P004,L13,MAE,12.332655157807043
P004,L13,RMSE,15.093746899506685
P004,L13,MAPE,22.057765118284905
P004,L14,MAE,14.73237261689668
P004,L14,RMSE,20.296491254134956
P004,L14,MAPE,21.49667841133103
P004,L15,MAE,12.575921975105041
P004,L15,RMSE,17.408069930136723
P004,L15,MAPE,22.405580847760138
P004,L16,MAE,14.819965484258258
P004,L16,RMSE,22.69517165857612
P004,L16,MAPE,18.009585624644732
P004,L17,MAE,17.532054135443612
P004,L17,RMSE,23.564496204146952
P004,L17,MAPE,23.417935277939712
P004,L18,MAE,17.414648962670817
P004,L18,RMSE,22.822977530518617
P004,L18,MAPE,27.748669079994464
P004,L19,MAE,15.992490067901604
P004,L19,RMSE,20.178467582837747
P004,L19,MAPE,23.24881209302178
P004,L20,MAE,12.525758104920094
P004,L20,RMSE,18.577414601329295
P004,L20,MAPE,17.31355639221019
P005,L01,MAE,15.950974339112102
P005,L01,RMSE,20.491897453864706
P005,L01,MAPE,25.059784653778483
P005,L02,MAE,12.33489741398976
P005,L02,RMSE,14.637588333850731
P005,L02,MAPE,20.33277884580166
P005,L03,MAE,12.38631670762906
P005,L03,RMSE,16.5369671802518
P005,L03,MAPE,21.018850736806417
P005,L04,MAE,10.016755899520852
P005,L04,RMSE,12.160519073597655
P005,L04,MAPE,18.68308782295641
P005,L05,MAE,18.101994397088838
P005,L05,RMSE,24.640436296938702
P005,L05,MAPE,23.385275050534784
P005,L06,MAE,13.190563143005352
P005,L06,RMSE,15.103960682373085
P005,L06,MAPE,24.54420242842446
P005,L07,MAE,14.510423681222361
P005,L07,RMSE,17.315994714854156
P005,L07,MAPE,21.755673629655696
P005,L08,MAE,15.221333284404315
P005,L08,RMSE,20.12119481546304
P005,L08,MAPE,22.455358052191094
P005,L09,MAE,12.99351571477043
P005,L09,RMSE,14.492995704910541
P005,L09,MAPE,23.918650326756406
P005,L10,MAE,16.054359501100933
P005,L10,RMSE,23.074169814211803
P005,L10,MAPE,19.30025735679864
P005,L11,MAE,16.09063106268922
P005,L11,RMSE,21.54229419517585
P005,L11,MAPE,23.56326182952159
P005,L12,MAE,14.808226842503775
P005,L12,RMSE,18.253041379355174
P005,L12,MAPE,24.542025376701993
P005,L13,MAE,11.946635578514849
P005,L13,RMSE,14.573570852374225
P005,L13,MAPE,20.486405661600674
P005,L14,MAE,13.785613713848493
P005,L14,RMSE,17.183688192048123
P005,L14,MAPE,25.90181190274458
P005,L15,MAE,13.182290432005372
P005,L15,RMSE,16.547892681151858
P005,L15,MAPE,21.556522702377137
P005,L16,MAE,12.813170003939408
P005,L16,RMSE,17.271293069486024
P005,L16,MAPE,23.16629658316265
P005,L17,MAE,12.823682262435144
P005,L17,RMSE,15.451494556823421
P005,L17,MAPE,21.83297942360889
P005,L18,MAE,11.307884936983964
P005,L18,RMSE,13.947228877506907
P005,L18,MAPE,18.822850025652684
P005,L19,MAE,13.482855954872194
P005,L19,RMSE,16.939664106499595
P005,L19,MAPE,23.694360496174166
P005,L20,MAE,13.068037745276005
P005,L20,RMSE,19.078490342778334
P005,L20,MAPE,18.210152988054187
P006,L01,MAE,16.115515307556286
P006,L01,RMSE,24.715329794213105
P006,L01,MAPE,19.34542432830124
P006,L02,MAE,12.995510385344174
P006,L02,RMSE,19.38678111773376
P006,L02,MAPE,16.109072125132634
P006,L03,MAE,16.006318862152455
P006,L03,RMSE,19.30283085508123
P006,L03,MAPE,24.77900391727747
P006,L04,MAE,10.863723071893553
P006,L04,RMSE,12.693494577575764
P006,L04,MAPE,20.163222668288597
P006,L05,MAE,14.04504068855032
P006,L05,RMSE,18.314007900190095
P006,L05,MAPE,22.094501369690683
P006,L06,MAE,10.308218950907142
P006,L06,RMSE,12.663251541525765
P006,L06,MAPE,19.78831054347216
P006,L07,MAE,12.004787967136787
P006,L07,RMSE,13.53970594985073
P006,L07,MAPE,23.10120892590964
P006,L08,MAE,14.32502400697202
P006,L08,RMSE,16.518489163823617
P006,L08,MAPE,28.074633541781335
P006,L09,MAE,13.250757888617326
P006,L09,RMSE,17.12430441321848
P006,L09,MAPE,19.587264582530885
P006,L10,MAE,12.593578603914505
P006,L10,RMSE,15.152715664945564
P006,L10,MAPE,20.69340827614647
P006,L11,MAE,13.028573460994956
P006,L11,RMSE,18.801187220170675
P006,L11,MAPE,19.558617357778505
P006,L12,MAE,13.496186067717755
P006,L12,RMSE,15.505398548086669
P006,L12,MAPE,25.023614278653916
P006,L13,MAE,10.344985610165493
P006,L13,RMSE,13.052897390692003
P006,L13,MAPE,18.762676242763565
P006,L14,MAE,15.995120989654932
P006,L14,RMSE,20.537531964046263
P006,L14,MAPE,24.62368459936816
P006,L15,MAE,12.881636392253348
P006,L15,RMSE,17.618942990133508
P006,L15,MAPE,17.687975531611922
P006,L16,MAE,15.521688935100828
P006,L16,RMSE,22.910503108398302
P006,L16,MAPE,21.1882042173925
P006,L17,MAE,8.436692866820378
P006,L17,RMSE,10.622747743781847
P006,L17,MAPE,17.86815577252734
P006,L18,MAE,12.318495071318706
P006,L18,RMSE,17.44645775661327
P006,L18,MAPE,19.147874146597463
P006,L19,MAE,12.651489678888291
P006,L19,RMSE,18.19439381887293
P006,L19,MAPE,17.068309281302955
P006,L20,MAE,19.322772205278614
P006,L20,RMSE,25.235285260868924
P006,L20,MAPE,19.3036752158534
P007,L01,MAE,10.395139813490955
P007,L01,RMSE,12.455947149174648
P007,L01,MAPE,19.329325466903306
P007,L02,MAE,15.30099776813474
P007,L02,RMSE,19.65842299917201
P007,L02,MAPE,20.777881413723453
P007,L03,MAE,13.712757776597762
P007,L03,RMSE,16.32831667492088
P007,L03,MAPE,24.38032573787759
P007,L04,MAE,15.306240919796137
P007,L04,RMSE,20.440726030925962
P007,L04,MAPE,23.963573461856004
P007,L05,MAE,8.985884927203783
P007,L05,RMSE,10.750003449091647
P007,L05,MAPE,17.205844161861933
P007,L06,MAE,16.377899814869245
P007,L06,RMSE,21.670870861681703
P007,L06,MAPE,26.83336214811255
P007,L07,MAE,12.41290992303316
P007,L07,RMSE,15.611157073306515
P007,L07,MAPE,19.218284147977467
P007,L08,MAE,13.802728538620837
P007,L08,RMSE,17.53340341701438
P007,L08,MAPE,20.971470459747866
P007,L09,MAE,13.859380404493379
P007,L09,RMSE,20.184698254295217
P007,L09,MAPE,19.40295133138544
P007,L10,MAE,15.147464413607425
P007,L10,RMSE,20.58819050378133
P007,L10,MAPE,23.760846057090443
P007,L11,MAE,10.529234075577657
P007,L11,RMSE,13.440351841869214
P007,L11,MAPE,22.34849184582286
P007,L12,MAE,11.459319129698823
P007,L12,RMSE,13.365491466091898
P007,L12,MAPE,22.085118218642993
P007,L13,MAE,12.398318700043301
P007,L13,RMSE,16.455085342593183
P007,L13,MAPE,19.551636398707927
P007,L14,MAE,13.651512006975647
P007,L14,RMSE,18.69780787298045
P007,L14,MAPE,22.8091958020112
P007,L15,MAE,16.69326694422238
P007,L15,RMSE,18.36894518944447
P007,L15,MAPE,30.776175582383363
P007,L16,MAE,11.768546239482662
P007,L16,RMSE,14.983652671927553
P007,L16,MAPE,19.890415691065815
P007,L17,MAE,18.538069654728695
P007,L17,RMSE,24.850050359653327
P007,L17,MAPE,20.45985477175132
P007,L18,MAE,13.842515574596394
P007,L18,RMSE,18.94045018651578
P007,L18,MAPE,21.243079762243898
P007,L19,MAE,17.879809130281295
P007,L19,RMSE,22.10371044460597
P007,L19,MAPE,23.948310237276797
P007,L20,MAE,17.555012236247205
P007,L20,RMSE,23.421127299132465
P007,L20,MAPE,23.982561036403244
P008,L01,MAE,14.180924824771498
P008,L01,RMSE,18.405823118629435
P008,L01,MAPE,23.303632223644897
P008,L02,MAE,12.518902421543512
P008,L02,RMSE,18.355105194650058
P008,L02,MAPE,20.463680550772605
P008,L03,MAE,14.113724132785922
P008,L03,RMSE,17.62973405421821
P008,L03,MAPE,23.06954263030993
P008,L04,MAE,13.357195496416951
P008,L04,RMSE,15.944995062139725
P008,L04,MAPE,23.072784237088424
P008,L05,MAE,13.457817559685717
P008,L05,RMSE,16.539946353999614
P008,L05,MAPE,21.391944120669198
P008,L06,MAE,18.622558950573342
P008,L06,RMSE,23.193142084157362
P008,L06,MAPE,26.164739425344465
P008,L07,MAE,12.237650545721992
P008,L07,RMSE,14.29854029382516
P008,L07,MAPE,23.126831603315196
P008,L08,MAE,14.772594082409341
P008,L08,RMSE,20.406108836337804
P008,L08,MAPE,19.779167476527128
P008,L09,MAE,15.980058234653985
P008,L09,RMSE,20.480480502349263
P008,L09,MAPE,28.856489951203628
P008,L10,MAE,12.634360565910036
P008,L10,RMSE,17.323028354979286
P008,L10,MAPE,20.016739776533925
P008,L11,MAE,15.068254677629074
P008,L11,RMSE,22.328997593525838
P008,L11,MAPE,19.71396677700801
P008,L12,MAE,19.736615447040204
P008,L12,RMSE,24.151586702719655
P008,L12,MAPE,26.062230185234313
P008,L13,MAE,12.679085213988136
P008,L13,RMSE,14.89287460272234
P008,L13,MAPE,22.899107702388125
P008,L14,MAE,18.382705541994998
P008,L14,RMSE,24.410920639283606
P008,L14,MAPE,24.34945092130177
P008,L15,MAE,12.720177759987822
P008,L15,RMSE,16.371993614665726
P008,L15,MAPE,21.141906362015884
P008,L16,MAE,14.170306466456793
P008,L16,RMSE,19.113765079030085
P008,L16,MAPE,22.285942445763897
P008,L17,MAE,13.41893635927543
P008,L17,RMSE,16.947248740634034
P008,L17,MAPE,20.779132070832844
P008,L18,MAE,11.42647906587511
P008,L18,RMSE,13.594608844648665
P008,L18,MAPE,22.88032257925935
P008,L19,MAE,10.049407101986239
P008,L19,RMSE,12.284367493051704
P008,L19,MAPE,19.408806438189288
P008,L20,MAE,16.193262140260185
P008,L20,RMSE,21.833583745610216
P008,L20,MAPE,23.865881330112188
P009,L01,MAE,14.895492682416341
P009,L01,RMSE,19.826301632341544
P009,L01,MAPE,20.86544249950345
P009,L02,MAE,13.026333099676362
P009,L02,RMSE,16.08938210867101
P009,L02,MAPE,20.438319612438985
P009,L03,MAE,12.178537645380986
P009,L03,RMSE,16.13949170981222
P009,L03,MAPE,20.50338150635851
P009,L04,MAE,13.469835033536762
P009,L04,RMSE,18.646680368753614
P009,L04,MAPE,23.59528763446327
P009,L05,MAE,12.466560642763017
P009,L05,RMSE,14.641573314680791
P009,L05,MAPE,21.67231758950912
P009,L06,MAE,12.306048647123157
P009,L06,RMSE,15.760659332303053
P009,L06,MAPE,20.41993585450604
P009,L07,MAE,17.905658852136217
P009,L07,RMSE,24.844644958267157
P009,L07,MAPE,22.85204739785285
P009,L08,MAE,16.789273822369022
P009,L08,RMSE,25.3792968713226
P009,L08,MAPE,24.217658372831682
P009,L09,MAE,19.351811051760436
P009,L09,RMSE,25.83987818343645
P009,L09,MAPE,27.095222474381593
P009,L10,MAE,16.350095955822187
P009,L10,RMSE,19.091166419806616
P009,L10,MAPE,26.604398601905977
P009,L11,MAE,13.682292174752101
P009,L11,RMSE,16.581122972555097
P009,L11,MAPE,20.541318720724632
P009,L12,MAE,13.188677065096378
P009,L12,RMSE,16.023918010053677
P009,L12,MAPE,23.123770906131284
P009,L13,MAE,14.099238244169047
P009,L13,RMSE,19.706354149345962
P009,L13,MAPE,22.32100430525894
P009,L14,MAE,20.515726025424993
P009,L14,RMSE,24.977540722301743
P009,L14,MAPE,26.086800003754096
P009,L15,MAE,15.115926583848678
P009,L15,RMSE,18.56811292785181
P009,L15,MAPE,22.7907895386733
P009,L16,MAE,9.555316082077706
P009,L16,RMSE,11.857063189143307
P009,L16,MAPE,18.792597638014943
P009,L17,MAE,13.48120164296812
P009,L17,RMSE,15.513164371827381
P009,L17,MAPE,23.067029615401005
P009,L18,MAE,16.333868867396593
P009,L18,RMSE,23.561274288845883
P009,L18,MAPE,22.695220877393332
P009,L19,MAE,14.050933628751526
P009,L19,RMSE,18.86529857277815
P009,L19,MAPE,20.064467855522018
P009,L20,MAE,10.552958529916953
P009,L20,RMSE,13.521338705743439
P009,L20,MAPE,17.481302086006856
P010,L01,MAE,13.946309620131435
P010,L01,RMSE,16.924879164702766
P010,L01,MAPE,21.338313520529574
P010,L02,MAE,13.0539734244704
P010,L02,RMSE,21.515448673683807
P010,L02,MAPE,17.4833381435733
P010,L03,MAE,16.14100265586353
P010,L03,RMSE,21.139298176617555
P010,L03,MAPE,23.89608828259125
P010,L04,MAE,11.35519878072537
P010,L04,RMSE,13.669649495590143
P010,L04,MAPE,20.661203321682358
P010,L05,MAE,14.774168651263654
P010,L05,RMSE,17.702139950256893
P010,L05,MAPE,28.895311813239584
P010,L06,MAE,14.405217987457203
P010,L06,RMSE,18.2007705197863
P010,L06,MAPE,21.544257592774965
P010,L07,MAE,12.89632201009772
P010,L07,RMSE,18.55487205117035
P010,L07,MAPE,19.11400821038822
P010,L08,MAE,17.517923287384022
P010,L08,RMSE,23.356114609781965
P010,L08,MAPE,20.425108384133278
P010,L09,MAE,18.526321222416893
P010,L09,RMSE,20.94395657260653
P010,L09,MAPE,29.81538591003509
P010,L10,MAE,12.503949101724286
P010,L10,RMSE,15.844671590923467
P010,L10,MAPE,19.890641956898637
P010,L11,MAE,15.354817684162699
P010,L11,RMSE,20.01252737431782
P010,L11,MAPE,22.799672065652135
P010,L12,MAE,10.471143289963232
P010,L12,RMSE,13.010081200708019
P010,L12,MAPE,18.65077573157
P010,L13,MAE,12.98135020033177
P010,L13,RMSE,16.14379895421683
P010,L13,MAPE,23.676761740881652
P010,L14,MAE,14.790442838303878
P010,L14,RMSE,19.000833947681915
P010,L14,MAPE,23.213081233413764
P010,L15,MAE,13.946671580657634
P010,L15,RMSE,16.169296765660235
P010,L15,MAPE,27.63183400330095
P010,L16,MAE,14.632615471476273
P010,L16,RMSE,18.899528643151456
P010,L16,MAPE,26.964482172831616
P010,L17,MAE,11.40529505509984
P010,L17,RMSE,14.372509366744069
P010,L17,MAPE,21.073147220744044
P010,L18,MAE,14.027646836147849
P010,L18,RMSE,20.467172659226026
P010,L18,MAPE,19.23717877492429
P010,L19,MAE,13.96063346577793
P010,L19,RMSE,18.520121055995144
P010,L19,MAPE,23.552086193645476
P010,L20,MAE,12.38947104157957
P010,L20,RMSE,14.463995014067782
P010,L20,MAPE,22.3152446741835
P011,L01,MAE,16.811738009884568
P011,L01,RMSE,24.85668917935243
P011,L01,MAPE,19.515077963873097
P011,L02,MAE,15.656845275922604
P011,L02,RMSE,20.809095711844027
P011,L02,MAPE,21.37580430170061
P011,L03,MAE,12.874900860070166
P011,L03,RMSE,16.302462578420673
P011,L03,MAPE,18.179057908009728
P011,L04,MAE,14.846571227513813
P011,L04,RMSE,19.763572580041533
P011,L04,MAPE,21.40271059908392
P011,L05,MAE,12.761139801630941
P011,L05,RMSE,17.61442211996215
P011,L05,MAPE,22.323002376146665
P011,L06,MAE,12.579976908995318
P011,L06,RMSE,15.120835236786679
P011,L06,MAPE,20.17202310857016
P011,L07,MAE,14.913663692076113
P011,L07,RMSE,17.694987570582143
P011,L07,MAPE,24.203347898224568
P011,L08,MAE,15.984506346208747
P011,L08,RMSE,19.633101861033094
P011,L08,MAPE,22.55367938530689
P011,L09,MAE,15.644066869568443
P011,L09,RMSE,19.36485593362852
P011,L09,MAPE,23.416313089292398
P011,L10,MAE,12.465523742139112
P011,L10,RMSE,15.47435609877036
P011,L10,MAPE,22.332429064851762
P011,L11,MAE,14.097335297532844
P011,L11,RMSE,18.599756624564712
P011,L11,MAPE,26.444036563503804
P011,L12,MAE,11.05072412912268
P011,L12,RMSE,14.811103542775113
P011,L12,MAPE,20.038002765106153
P011,L13,MAE,14.718854599222656
P011,L13,RMSE,18.542171685552724
P011,L13,MAPE,28.45084961765333
P011,L14,MAE,12.318077527647729
P011,L14,RMSE,14.919127757548566
P011,L14,MAPE,20.316861266965567
P011,L15,MAE,15.60435275368638
P011,L15,RMSE,20.19605885873571
P011,L15,MAPE,21.1393319751472
P011,L16,MAE,15.70722212451221
P011,L16,RMSE,20.620286447608212
P011,L16,MAPE,21.57006338874962
P011,L17,MAE,14.169625699773999
P011,L17,RMSE,16.965736844485175
P011,L17,MAPE,24.420082454651954
P011,L18,MAE,18.433758993880115
P011,L18,RMSE,25.376620499919635
P011,L18,MAPE,24.103234578692515
P011,L19,MAE,16.677228065213637
P011,L19,RMSE,22.74744157809679
P011,L19,MAPE,25.879104942254138
P011,L20,MAE,15.944582927282317
P011,L20,RMSE,20.99503518537343
P011,L20,MAPE,22.05173570989504
P012,L01,MAE,15.759336719088392
P012,L01,RMSE,21.362775462925793
P012,L01,MAPE,25.084374031537287
P012,L02,MAE,12.535557543681989
P012,L02,RMSE,14.661844863950767
P012,L02,MAPE,26.605225936215877
P012,L03,MAE,16.56274305527929
P012,L03,RMSE,20.519333139126292
P012,L03,MAPE,24.866261926277293
P012,L04,MAE,11.928773760526907
P012,L04,RMSE,15.634997398994095
P012,L04,MAPE,18.386502217425132
P012,L05,MAE,15.253293591682796
P012,L05,RMSE,18.313454020603665
P012,L05,MAPE,25.850525965665348
P012,L06,MAE,16.152068505094388
P012,L06,RMSE,22.007946651725113
P012,L06,MAPE,20.074012944463558
P012,L07,MAE,12.545514436084945
P012,L07,RMSE,15.147132124588639
P012,L07,MAPE,22.118664428783315
P012,L08,MAE,17.178117187625922
P012,L08,RMSE,23.428302150647344
P012,L08,MAPE,22.798069886889966
P012,L09,MAE,11.201884681002879
P012,L09,RMSE,14.990291828813776
P012,L09,MAPE,18.035188298424103
P012,L10,MAE,15.252698275758984
P012,L10,RMSE,19.753115045893576
P012,L10,MAPE,24.908653224158144
P012,L11,MAE,13.47973862780433
P012,L11,RMSE,17.368397996202543
P012,L11,MAPE,21.994750603822556
P012,L12,MAE,18.834644481454557
P012,L12,RMSE,24.931357217371062
P012,L12,MAPE,24.48559980892702
P012,L13,MAE,19.161460409670084
P012,L13,RMSE,25.47161154379796
P012,L13,MAPE,32.44555492637823
P012,L14,MAE,12.824221243871326
P012,L14,RMSE,15.544442094313888
P012,L14,MAPE,24.728885142257795
P012,L15,MAE,13.873915437280402
P012,L15,RMSE,18.322946575543995
P012,L15,MAPE,19.60075690446778
P012,L16,MAE,17.288179061139953
P012,L16,RMSE,24.344602956126522
P012,L16,MAPE,20.456996435692165
P012,L17,MAE,13.1058483655709
P012,L17,RMSE,19.10741948923828
P012,L17,MAPE,18.703837036473306
P012,L18,MAE,13.947643530699459
P012,L18,RMSE,17.187551827166345
P012,L18,MAPE,23.801932341283393
P012,L19,MAE,15.29713496293076
P012,L19,RMSE,22.22107756822857
P012,L19,MAPE,18.101415134379632
P012,L20,MAE,16.745879238694943
P012,L20,RMSE,21.640312607321583
P012,L20,MAPE,25.387696944702565
P013,L01,MAE,17.258591167559512
P013,L01,RMSE,23.68478308979603
P013,L01,MAPE,19.553179685510923
P013,L02,MAE,12.050628767170782
P013,L02,RMSE,17.744534994357682
P013,L02,MAPE,16.205755816884977
P013,L03,MAE,13.285194267004613
P013,L03,RMSE,15.845549458803141
P013,L03,MAPE,23.779575547736258
P013,L04,MAE,14.058231259501376
P013,L04,RMSE,18.48276710137514
P013,L04,MAPE,26.751519656626783
P013,L05,MAE,15.103753279841417
P013,L05,RMSE,22.00046326720515
P013,L05,MAPE,22.404033956781742
P013,L06,MAE,13.39312687903445
P013,L06,RMSE,15.66832627533563
P013,L06,MAPE,23.61152400418408
P013,L07,MAE,16.21407346451691
P013,L07,RMSE,19.847540168788314
P013,L07,MAPE,23.830472171887862
P013,L08,MAE,14.125312519440334
P013,L08,RMSE,18.751875352315654
P013,L08,MAPE,24.39642654982007
P013,L09,MAE,11.391289502948291
P013,L09,RMSE,13.94531592036933
P013,L09,MAPE,18.889296303814724
P013,L10,MAE,14.794607800813056
